coaster_name,Length,Location,Status,Manufacturer,Height restriction,Model,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
RailBlazer,"1,800 ft (550 m)",California's Great America,Operating,Rocky Mountain Construction,48 in (122 cm),Raptor - Prototype (Mirror),Chain lift hill,,3 trains with 8 cars. Riders are arranged 1 across in a single row for a total of 8 riders per train.,County Fair,,600 riders per hour,Alan Schilke,90°,100 ft (30 m),"June 9, 2018",Fast Lane available,Invertigo,,,,,,Official website,,,,,,,,,,2018,37.3951,-121.9737,Steel,6/14/2018,52 mph ,84 km/h,52,mph,52,106,ft,,3,
RC Racer,82 m (269 ft),Other,,Intamin,120 cm (3 ft 11 in),Half Pipe Coaster,LSM,,Single train with a single car. Riders are arranged 4 across in 5 rows for a total of 20 riders per train.,,,,Walt Disney Imagineering,,,,,,Hot Wheels,,,,,,,Must transfer from wheelchair,Toy Story,,,,,Over-the-shoulder with a belt between the legs,Rex's Racer,2018,,,Steel,,,,,,,25,m,82,0,
Slinky Dog Dash,,Disney's Hollywood Studios,Operating,Mack Rides,38 in (97 cm),,,,"4 trains with five cars. Riders are arranged 2 across in 2 rows (except for the last car), for a total of 18 riders per train.",Toy Story Land,2 minutes,,Walt Disney Imagineering,,,"June 29, 2018",,Earffel Tower,,,,,,,,Must transfer from wheelchair,Toy Story,,,,,,,2018,28.3594,-81.5607,Steel,6/30/2018,40 mph ,64 km/h,40,mph,40,50,ft,,0,
Steel Vengeance,"5,740 ft (1,750 m)",Cedar Point,Operating,Rocky Mountain Construction,52[1] in (132 cm),I-Box Track,Chain lift,,3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Frontier Town,2:30,"1,200 riders per hour",Alan Schilke,90°,200 ft (61 m),,,Mean Streak,Twister,,,,,,,,,,,,,,,2018,41.4862,-82.6933,Steel,5/5/2018,74 mph ,119 km/h,74,mph,74,205,ft,,4,
Tantrum (roller coaster),"1,246.7 ft (380.0 m)",Six Flags Darien Lake,Operating,Gerstlauer,48–76[1] in (122–193 cm),Euro-Fighter,Chain lift hill,,3 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,1:00,,,97°,,,,Thunder Rapids,,,,,,,,,,,,,,,,2018,42.9294,-78.3849,Steel,5/25/2018,52.8 mph ,85.0 km/h,52.8,mph,52.8,98.4,ft,,3,
Tiki-Waka (roller coaster),"1,850.4 ft (564.0 m)",Walibi Belgium,Operating,Gerstlauer,100 cm (3 ft 3 in),Bobsled Coaster,Chain lift hill,"€7,800,000",5 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Exotic World,1:50,600 riders per hour,,,,,,Coccinelle,,,,,,Official website,,,,,,,,,,2018,50.6971,4.5871,Steel,4/7/2018,34.2 mph ,55.0 km/h,34.2,mph,34.2,68.9,ft,,0,
Time Traveler (roller coaster),"3,020 ft (920 m)",Silver Dollar City,Operating,Mack Rides,51[2] in (130 cm),Xtreme Spinning Coaster,Two LSM launches,$26 million($26.8 million in 2020 dollars[1]),3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Valley Road,1:57,,,90°,90 ft (27 m),"March 13, 2018",,,Terrain[2],,,,,Official website,,,Time travel,,,,,,,2018,36.669,-93.3377,Steel,3/14/2018,50.3 mph ,81.0 km/h,50.3,mph,50.3,100,ft,,3,
Twisted Cyclone,"2,400 ft (730 m)",Six Flags Over Georgia,Operating,Rocky Mountain Construction,48 in (122 cm),I-Box,Chain,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,Alan Schilke,75°,,,,Georgia Cyclone,,,,,,Official site,Flash Pass Available,,,,,,,,,2018,33.7703,-84.5522,Steel,5/25/2018,50 mph ,80 km/h,50,mph,50,100,ft,,3,
Twisted Timbers,"3,351 ft (1,021 m)",Kings Dominion,Operating,Rocky Mountain Construction,48 in (122 cm),I-Box,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Candy Apple Grove,,,Alan Schilke,,109 ft (33 m),"March 23, 2018",,Hurler,Triple out and back,,,,,Official website,,Must transfer from wheelchair,,,,,,,,2018,,,Steel,3/24/2018,54 mph ,87 km/h,54,mph,54,111,ft,,3,
Valkyria (roller coaster),"2,296.6 ft (700.0 m)",Liseberg,Operating,Bolliger & Mabillard,132 cm (4 ft 4 in),Dive Coaster,,,3 trains with 3 cars. Riders are arranged 6 across in a single row for a total of 18 riders per train.,,,"1,100 riders per hour",,,164 ft (50 m),,,Kanonen,,,,,,Official website,,,Valkyrie,,,,,,,2018,57.6932,11.9953,Steel,8/10/2018,65.2 mph ,104.9 km/h,65.2,mph,65.2,154.2,ft,,3,
Wicker Man (roller coaster),"2,608.3 ft (795.0 m)",Alton Towers,Operating,Great Coasters International,120 cm (3 ft 11 in),,Chain lift hill,"£16,000,000",3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Mutiny Bay,1:50,952 riders per hour,Skyline Design LLC,,72.2 ft (22.0 m),,,The Flume,,Fastrack available,,,,Official website,,,,,,,,,,2018,52.9889,-1.8886,Wood,3/20/2018,43.6 mph ,70.2 km/h,43.6,mph,43.6,,,,0,
Wonder Woman Coaster,"1,019 ft (311 m)",Six Flags Mexico,Operating,S&S – Sansei Technologies,48 in (122 cm),4D Free Spin,Chain lift hill,,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,DC Universe,,720 riders per hour,,,54 ft (16 m),31-May-18,,,,,,,,,,,,,,,,,,2018,19.2935,-99.2058,Steel,6/1/2018,38 mph ,61 km/h,38,mph,38,110,ft,,6,
Wonder Woman Golden Lasso Coaster,"1,800 ft (550 m)",Six Flags Fiesta Texas,Operating,Rocky Mountain Construction,48 in (122 cm),Raptor – Prototype,Chain lift hill,,3 trains with 8 cars. Riders are arranged 1 across in a single row for a total of 8 riders per train.,Rockville,,600 riders per hour,Alan Schilke,90°,100 ft (30 m),,,Power Surge,,,,,,Official website,,,,,,,,,,2018,29.5951,-98.6085,Steel,5/12/2018,52 mph ,84 km/h,52,mph,52,113,ft,,3,
Batman: The Ride (S&S Free Spin),"1,019 ft (311 m)",Other,,S&S – Sansei Technologies,48 in (122 cm),4D Free Spin,Chain lift hill,,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,720 riders per hour,Alan Schilke,,54 ft (16 m),,,,,,,,,,,,,,,Flash Pass available,,,,2019,,,Steel,,38 mph ,61 km/h,38,mph,38,120,ft,,6,
Copperhead Strike,"3,255 ft (992 m)",Carowinds,Operating,Mack Rides GmbH & Co KG,52 in (132 cm),Launch Coaster,LSM launch,"$26,000,000 ",3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Blue Ridge Junction,2:24,"1,200 riders per hour",,,,21-Mar-19,Fast Lane available,Whitewater FallsSand Dune Lagoon,,,,,,,,,,,,,0 to 42 mph (0 to 68 km/h) in 2.5 seconds,,,2019,35.1011,-80.9426,Steel,3/23/2019,50 mph ,80 km/h,50,mph,50,82,ft,,5,
Desmo Race,"1,722.4 ft (525.0 m)",Other,Operating,Maurer AG,,Spike Dragster,Powered,,12 trains with a single car. Riders are arranged 1 across in 2 rows for a total of 2 riders per train.,,1:00,"1,000 riders per hour",,,,,,,,,,,,,,,,,,,,,,2019,44.3389,12.2636,Steel,7/25/2019,49.7 mph ,80.0 km/h,49.7,mph,49.7,72.2,ft,,0,1.2
Dragonflier,"1,486.2 ft (453.0 m)",Dollywood,Operating,Vekoma,39 in (99 cm),Suspended Family Coaster (453m),Drive tire,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Wildwood Grove,1:00,720 riders per hour,,,,,,,Twister,,,,,Official website,,,,,,,,,,2019,35.7977,-83.5312,Steel,5/10/2019,46.6 mph ,75.0 km/h,46.6,mph,46.6,63.3,ft,,0,3.5
Dynamite (Freizeitpark Plohn),"500 m (1,600 ft)",Freizeitpark Plohn,,Mack Rides,,BigDipper,Lift hill,,,,1:08 min,,,,,,,,,,,,,,,,,,,,,,,2019,,,Steel,5/18/2019,100 km/h ,62 mph,100,km/h,62.1,44,m,144.4,3,
Eurostar (roller coaster),"2,769.02 ft (844.00 m)",Other,,Intamin,54 in (137 cm),Portable Inverted Coaster,Chain lift hill,"$20,000,000 ",3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,,2:20,1200 riders per hour,Werner Stengel,45°,90.56 ft (27.60 m),,,,,,,,,,,,,,,,,,,2019,,,Steel,,50.2 mph ,80.8 km/h,50.2,mph,50.2,98.91,ft,,4,5.2
Firebird (roller coaster),"2,900 ft (880 m)",Other,,Bolliger & Mabillard,54–76 in (137–193 cm),Floorless,Chain lift hill,,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,2:00,1220 riders per hour,Werner Stengel,,90 ft (27 m),,,,Twister,,"September 5, 2011",,Goliath,,Flash Pass Available,,,,,,,,Iron Wolf,2019,,,Steel,,55 mph ,89 km/h,55,mph,55,100,ft,,2,
Frankie's Mine Train,262.5 ft (80.0 m),Other,,Zamperla,,Family Gravity Coaster 80STD,Chain lift hill,,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,,,,Wild Kitty,,,,,,,,,,,,,,,,2019,,,Steel,,,,,,,13,ft,,0,
Fury (roller coaster),"600 m (2,000 ft)",Bobbejaanland,Operating,Gerstlauer,130 cm (4 ft 3 in),Infinity Coaster,LSM launch,,2 trains with a single car. Riders are arranged 4 across in 3 rows for a total of 12 riders per train.,,,,,90°,41.9 m (137 ft),"June 22, 2019",,,,,,,,,,,,,,,,,,2019,51.1993,4.909,Steel,6/24/2019,106.6 km/h ,66.2 mph,106.6,km/h,66.2,43,m,141.1,2,
Hagrid's Magical Creatures Motorbike Adventure,"5,053 ft (1,540 m)",Universal's Islands of Adventure,Operating,Intamin,48 in (122 cm),Motorbike roller coaster,Linear synchronous motor,USD $300 million[2],12 trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,The Wizarding World of Harry Potter - Hogsmeade,2:55,"1,700 riders per hour",Universal Creative,70°,17 ft (5.2 m),"June 11, 2019",,Dragon Challenge,,,,,,,,Must transfer from wheelchair,Forbidden Forest (Harry Potter),Single rider line available,,,,,,2019,28.4298,-81.5859,Steel,6/13/2019,50 mph ,80 km/h,50,mph,50,65,ft,,0,
Hakugei (roller coaster),"1,530 m (5,020 ft)",Nagashima Spa Land,Operating,Rocky Mountain Construction,130 cm (4 ft 3 in),I-Box Track,Chain lift hill,"¥2,800,000,000",3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,80°,,,,,,,,,,Official website,,,,,,,,,,2019,35.0303,136.7347,Steel,3/28/2019,107 km/h ,66 mph,107,km/h,66.5,55,m,180.4,3,4
Hurricane (Fun Spot America),,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,,,,,,,,,,,,,,,,,,"1979 (first park - now closed)December 24, 1997 (Orlando)2007 (Kissimmee) 2017 (Atlanta)",,fun-spot.com,,,Americana,,,,,,,2019,28.3303,-81.5147,Other,,,,,,,,,,0,
Kentucky Flyer,"1,288 ft (393 m)",Kentucky Kingdom,Operating,Gravitykraft Corporation,40 in (102 cm),,Chain lift hill,"$5,000,000 ",2 trains with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,1:00,,The Gravity Group,52°,44 ft (13 m),26-Apr-19,,,Out and back,,,,,Official website,,,,,,,,,,2019,38.1943,-85.7443,Wood,4/28/2019,35 mph ,56 km/h,35,mph,35,47,ft,,0,
Maxx Force,"1,800 ft (550 m)",Six Flags Great America,Operating,S&S - Sansei Technologies,48 in (122 cm),Compressed Air Launch,,"$15,000,000 ",2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Carousel Plaza,0:23,1170 riders per hour,Joe Draves,,172 ft (52 m),2-Jul-19,,Pictorium,,,,,,,,,,,Lapbars with seatbelt and shinguards,,0 to 78 (0 to 125 km/h) in 2 seconds,,,2019,,,Steel,7/4/2019,78 mph ,126 km/h,78,mph,78,175,ft,,5,4.5
Mystic (roller coaster),,Walibi Rhône-Alpes,Operating,Gerstlauer,51 in (130 cm),Infinity Coaster,Chain lift hill,"€6,000,000",2 trains with 3 cars. Riders are arranged 4 across in a single row for a total of 12 riders per train.,Festival City,1:45,600 riders per hour,,,,"May 25, 2019; 2 years ago",,Bamba QWADS,,,,,,Official website,,,,,,,,,,2019,45.62,5.5715,Steel,5/30/2019,52.8 mph ,85.0 km/h,52.8,mph,52.8,101.7,ft,,3,
Nickelodeon Slime Streak,"1,263 ft (385 m)",Nickelodeon Universe,Operating,Chance Rides,42 in (107 cm),Big Dipper,Drive tire,,Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,1:10,550 riders per hour,Joe Draves,,,,,,,,,,,,,,,,,,,,,2019,40.8061,-74.0706,Steel,10/25/2019,37 mph ,60 km/h,37,mph,37,70,ft,,0,2.5
Panic Coaster – Back Daaan,767.7 ft (234.0 m),Tokyo Dome City Attractions,Operating,Gerstlauer,100 cm (3 ft 3 in),Family Coaster,Two Tire propelled launches,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Geopolis,2:00,,,,,"March 20, 2019; 2 years ago",,Tokyo Panic Cruise,,,,,,Official website,,,,,,,,,,2019,,,Steel,3/23/2019,18.6 mph ,29.9 km/h,18.6,mph,18.6,13.5,ft,,0,
Runaway Tram,921.9 ft (281.0 m),Morey's Piers,Operating,Zierer,40 in (102 cm),Force - 281,Drive tire,"$4,000,000 ",Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Surfside Pier,,600 riders per hour,,,,,,"Flitzer, Formula One Raceway",,,,,,Official website,,,,,,,,,,2019,38.9894,-74.8034,Steel,8/9/2019,28.6 mph ,46.0 km/h,28.6,mph,28.6,36.1,ft,,0,
Steel Curtain (roller coaster),"4,000 ft (1,200 m)",Kennywood,Operating,S&S - Sansei Technologies,52–77[2] in (132–196 cm),,,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Steelers Country,2:00,,Joe Draves,,205[1] ft (62 m),"July 12, 2019",,Log Jammer,,,,,,,,,Pittsburgh Steelers,,,,,,,2019,40.3892,-79.8665,Steel,7/13/2019,75 mph ,121 km/h,75,mph,75,220,ft,,9,
Super Grover's Box Car Derby,800 ft (240 m),Other,,Zierer,,,,,Single train with 14 cars. Riders are arranged 2 across in a single row for a total of 28 riders per train.,Sesame Street Land,,,Ing.-Büro Stengel GmbH,,,,,,,,,,,,,,,,,,,,,2019,,,Steel,,28 mph ,45 km/h,28,mph,28,,,,0,
Taiga (roller coaster),"3,622 ft (1,104 m)",Linnanmäki,Operating,Intamin,55 in (140 cm),Blitz Coaster,Linear synchronous motor Launch,,,,1:05[1],860 riders per hour,,,105 ft (32 m),,,Vonkaputous,,,,,,,,,,,,,,,,2019,60.1885,24.9391,Steel,6/18/2019,65.9 mph ,106.1 km/h,65.9,mph,65.9,170.6,ft,,4,5
Tigris (roller coaster),863 ft (263 m),Busch Gardens Tampa,Operating,Premier Rides,54 in (137 cm),Sky Rocket II,LSM Launch,,Single train with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,Stanleyville,,,,,135 ft (41 m),"April 16, 2019",,Tanganyika Tidal Wave,,,,,,Official site,,,,,,,,,,2019,28.0379,-82.4249,Steel,4/19/2019,62 mph ,100 km/h,62,mph,62,150,ft,,1,
TMNT Shellraiser,"3,280.8 ft (1,000.0 m)",Nickelodeon Universe,Operating,Gerstlauer,48 in (122 cm),1000,"Linear motor launch, chain lift hill",,6 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,,,121.5°,138 ft (42 m),,,,,,,,,,,,,,,,0 to 62.1 mph (0 to 100 km/h) in 2 seconds,,,2019,40.8066,-74.0712,Steel,10/25/2019,62.1 mph ,99.9 km/h,62.1,mph,62.1,141,ft,,7,
Untamed (Walibi Holland),3559.7 ft,Walibi Holland,Operating,Rocky Mountain Construction,120 cm (3 ft 11 in),IBox Track,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Wilderness,1:46,900 riders per hour,Alan Schilke,80°,116.1 ft,,,Robin Hood,,,,,,,,,,,,,,,,2019,52.4428,5.7608,Steel,7/1/2019,57.2 mph,,57.2,mph,57.2,119.8,ft,,5,
Yukon Striker,"1,105 m (3,625 ft)",Canada's Wonderland,Operating,Bolliger & Mabillard,52–77[1] in (132–196 cm),Dive Coaster,Chain lift hill,,3 trains with 3 cars. Riders are arranged 8 across in a single row for a total of 24 riders per train.,Frontier Canada,3:25,"1,329 riders per hour",,90°,74.7 m (245 ft),24 April 2019,,SkyRider,,,,,,,,,,,,,,,,2019,43.8402,-79.543,Steel,5/3/2019,130 km/h ,81 mph,130,km/h,80.8,68,m,223.1,4,
Zadra (roller coaster),"1,316 m (4,318 ft)",Energylandia,Operating,Rocky Mountain Construction,140 cm (4 ft 7 in),,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Dragon Zone,1:50,"1,050 riders per hour",,90°,,,,,,,,,,,,,,,,,,,,2019,50.0019,19.4031,Other,8/22/2019,121 km/h ,75 mph,121,km/h,75.2,62.8,m,206,3,4
Candymonium,"4,636 ft (1,413 m)",Hersheypark,Operating,Bolliger & Mabillard,54 in (137 cm),,Chain Lift Hill,,3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Chocolatetown,2:26,,,77.3°,,,,,Out and Back,,,,,,,Must transfer from wheelchair,,,,,,,,2020,40.2863,-76.659,Steel,7/3/2020,76 mph ,122 km/h,76,mph,76,210,ft,,0,
F.L.Y. (roller coaster),"4,055.1 ft (1,236.0 m)",Phantasialand,Operating,Vekoma,130 cm (4 ft 3 in),,LSM Launch,,4 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Berlin - Rookburgh,,1400 riders per hour,,,,"September 17, 2020",,Race for Atlantis,,,,,,Official site,,,,,,,,,,2020,50.7999,6.8792,Steel,,48.5 mph ,78.1 km/h,48.5,mph,48.5,,,,2,
Max & Moritz (roller coaster),300 m (980 ft),Efteling,Operating,Mack Rides,100 cm (3 ft 3 in),Powered coaster,Onboard motors,"€15,000,000",2 trains with 1 locomotive and 9 cars. Riders are arranged 2 across in 2 rows (1 for the locomotive) for a total of 38 riders per train.,Anderrijk,2:30,1800 riders per hour,Robert-Jaap JansenKarel Willemen,,,"June 4, 2020",,Bob Track,,,,,,Official website,,,Max und Moritz,Single rider line available,,,,,,2020,51.6481,5.0474,Steel,6/20/2020,36 km/h ,22 mph,36,km/h,22.4,6,m,19.7,0,
Objectif Mars,"1,640.4 ft (500.0 m)",Futuroscope,Operating,Intamin,43 in (109 cm),,2 Tire propelled launches,"€22,000,000",4 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,2:50,1000 riders per hour,,,,,,Pavillon de Solido,,,,,,Official website,,,,,,,,,,2020,46.6718,0.3703,Steel,6/13/2020,34.2 mph ,55.0 km/h,34.2,mph,34.2,,,,0,
Orion (roller coaster),"5,321 ft (1,622 m)",Kings Island,Operating,Bolliger & Mabillard,54 in (137 cm),Hyper Coaster,Chain lift hill,$30 Million,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Area 72,3:00,"1,650 riders per hour",,85[1]°,300 ft (91 m),"July 1, 2020",,Firehawk Dinosaurs Alive!,,,,,,,,,,,,,,,,2020,39.3427,-84.2627,Steel,7/2/2020,91 mph ,146 km/h,91,mph,91,287,ft,,0,
Pitts Special (roller coaster),"693 m (2,274 ft)",PowerPark,Operating,Gerstlauer,130 cm (4 ft 3 in),Infinity Coaster,Vertical chain lift hill,,Single train with 2 cars. Riders are arranged 4 across in a single row for a total of 8 riders per train.,,,,,85°,,,,,,,,,,,,,,,,,,,,2020,63.2307,22.8545,Steel,6/24/2020,100 km/h ,62 mph,100,km/h,62.1,43.5,m,142.7,0,4.5
Sandy's Blasting Bronco,"1,607.6 ft (490.0 m)",Nickelodeon Universe,Operating,Intamin,52 in (132 cm),,Linear motor launch,,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,1:40,,,,,,,,,,,,,,,,,,,,,,,2020,40.8056,-74.071,Steel,10/1/2020,47.8 mph ,76.9 km/h,47.8,mph,47.8,85.3,ft,,4,
Texas Stingray,"3,379 ft (1,030 m)",SeaWorld San Antonio,Operating,Great Coasters International,46 in (117 cm),,Chain lift hill,,,,,,"Dustin Sloane, Skyline Attractions",,100 ft (30 m),21-Feb-20,,,Twister,,,,,,,,,,,,,,,2020,29.4524,-98.699,Wood,2/22/2020,55 mph ,89 km/h,55,mph,55,96,ft,,0,
Wakala (roller coaster),"2,165.4 ft (660.0 m)",Bellewaerde,Operating,Gerstlauer,100 cm (3 ft 3 in),,,"€7,500,000",3 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Canada,,1000 riders per hour,,,,,,,,,,,,Official website,,,,,,,,,,2020,50.849,2.9475,Steel,7/1/2020,31.1 mph ,50.1 km/h,31.1,mph,31.1,68.9,ft,,0,
West Coast Racers,"4,000 ft (1,200 m)",Six Flags Magic Mountain,Operating,Premier Rides,54 in (137 cm),Custom,LSM launch,,3 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,The Underground,3:00,,,,,"December 21, 2019",,,,,,,,,,,,,,,,,,2020,34.4217,-118.5992,Steel,1/9/2020,55 mph ,89 km/h,55,mph,55,67,ft,,4,
Abyssus,"4,317.6 ft (1,316.0 m)",Energylandia,Operating,Vekoma,120 cm (3 ft 11 in),Shockwave 1320m+,LSM,"€11,000,000",3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Aqualantis,,1000 riders per hour,Benjamin Bloemendaal,,,"July 10, 2021",,,,,,,,Official website,,,,,,,,,,2021,49.9992,19.4011,Steel,7/14/2021,62.1 mph ,99.9 km/h,62.1,mph,62.1,126.3,ft,,4,4.5
Dragon Slayer (roller coaster),770 ft (230 m),Adventureland (Iowa),Operating,S&S - Sansei Technologies,48 in (122 cm),4D Free Spin,Chain lift hill,"$7,000,000[1]",2 cars. Riders are arranged 4 across in a single row for a total of 8 riders per train.,Dragon Island,,,Alan Schilke,,,,,Dragon,,,,,,,,,,,,,,,,2021,41.651,-93.5024,Steel,5/29/2021,34 mph ,55 km/h,34,mph,34,112,ft,,0,
Flight of the Hippogriff,"1,099.1 ft (335.0 m)",Other,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",36 in (91 cm),"Junior Coaster (335m)[1] Youngstar Coaster (Hollywood, Beijing) [1]",Drive tire,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,1:06,,Universal Creative,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,2021,,,Steel,,28.5 mph ,45.9 km/h,28.5,mph,28.5,42.7,ft,,0,
